date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit,revenue_growth_rate,profit_growth_rate,rolling_avg_revenue_7d,rolling_avg_revenue_30d
2023-12-20,Wednesday,December,2023,Q4,70497,72205,44835,25662,36.4,57899718,17979132,-29.91858280397245,-58.41179807146908,77082.71428571429,73474.43333333333
2023-12-21,Thursday,December,2023,Q4,80562,78849,37453,43109,53.51,57980280,18022241,14.277203285246177,67.98768607279246,74821.42857142857,73844.16666666667
2023-12-22,Friday,December,2023,Q4,99069,96490,41821,57248,57.79,58079349,18079489,22.972369107023162,32.7982555846807,78495.57142857143,73882.8
2023-12-23,Saturday,December,2023,Q4,54949,58704,40987,13962,25.41,58134298,18093451,-44.534617286941426,-75.61137506987143,78154.57142857143,73195.16666666667
2023-12-24,Sunday,December,2023,Q4,54173,48016,37191,16982,31.35,58188471,18110433,-1.4122186027043293,21.630138948574707,79328.14285714286,71874.33333333333
2023-12-25,Monday,December,2023,Q4,84257,78585,37589,46668,55.39,58272728,18157101,55.533199195171036,174.80862089270994,77728.57142857143,73119.06666666667
2023-12-26,Tuesday,December,2023,Q4,76401,74077,40943,35458,46.41,58349129,18192559,-9.32385439785418,-24.020742264506733,74272.57142857143,74166.4
2023-12-27,Wednesday,December,2023,Q4,79788,80680,39010,40778,51.11,58428917,18233337,4.433188047276859,15.003666309436525,75599.85714285714,74509.66666666667
2023-12-28,Thursday,December,2023,Q4,85073,80110,42889,42184,49.59,58513990,18275521,6.623803078157109,3.4479376134189943,76244.28571428571,74814.56666666667
2023-12-29,Friday,December,2023,Q4,86381,102371,40458,45923,53.16,58600371,18321444,1.5375030855853122,8.863550161198553,74431.71428571429,75093.4
2023-12-30,Saturday,December,2023,Q4,44274,42275,40680,3594,8.12,58644645,18325038,-48.74567323832787,-92.17385623761514,72906.71428571429,74254.3
2023-12-31,Sunday,December,2023,Q4,50596,51827,41448,9148,18.08,58695241,18334186,14.279260965803854,154.53533667223152,72395.71428571429,72898.16666666667
2024-01-01,Monday,January,2024,Q1,63098,53399,42968,20130,31.9,58758339,18354316,24.70946319867182,120.04809794490599,69373.0,73644.13333333333
2024-01-02,Tuesday,January,2024,Q1,63798,72485,47165,16633,26.07,58822137,18370949,1.1093854004881276,-17.372081470442126,67572.57142857143,73907.23333333334
2024-01-03,Wednesday,January,2024,Q1,46495,49814,49515,-3020,-6.5,58868632,18367929,-27.12153986018371,-118.15667648650275,62816.42857142857,72288.63333333333
2024-01-04,Thursday,January,2024,Q1,48587,44280,50071,-1484,-3.05,58917219,18366445,4.4994085385525295,-50.86092715231788,57604.142857142855,71100.9
2024-01-05,Friday,January,2024,Q1,67956,56237,41371,26585,39.12,58985175,18393030,39.864572828122746,-1891.4420485175203,54972.0,70999.66666666667
2024-01-06,Saturday,January,2024,Q1,34519,35454,47118,-12599,-36.5,59019694,18380431,-49.20389663900171,-147.39138611999246,53578.42857142857,69279.86666666667
2024-01-07,Sunday,January,2024,Q1,36503,37420,50240,-13737,-37.63,59056197,18366694,5.747559315159778,9.032462893880467,51565.142857142855,67743.73333333334
2024-01-08,Monday,January,2024,Q1,49400,58284,43692,5708,11.55,59105597,18372402,35.33134262937292,-141.55201281211328,49608.28571428572,67963.5
2024-01-09,Tuesday,January,2024,Q1,59094,59005,43438,15656,26.49,59164691,18388058,19.62348178137652,174.28170988086896,48936.28571428572,68179.76666666666
2024-01-10,Wednesday,January,2024,Q1,55654,43667,44656,10998,19.76,59220345,18399056,-5.821233966223305,-29.75217169136434,50244.71428571428,67586.13333333333
2024-01-11,Thursday,January,2024,Q1,68542,57869,48425,20117,29.35,59288887,18419173,23.157365148956053,82.91507546826695,53095.42857142857,67174.2
2024-01-12,Friday,January,2024,Q1,67366,69166,41985,25381,37.68,59356253,18444554,-1.7157363368445644,26.166923497539397,53011.142857142855,66537.13333333333
2024-01-13,Saturday,January,2024,Q1,34040,31763,46591,-12551,-36.87,59390293,18432003,-49.4700590802482,-149.4503762657106,52942.71428571428,64458.76666666667
2024-01-14,Sunday,January,2024,Q1,32965,29206,41956,-8991,-27.27,59423258,18423012,-3.158049353701531,-28.364273763046764,52437.28571428572,63112.6
2024-01-15,Monday,January,2024,Q1,62093,67164,49609,12484,20.11,59485351,18435496,88.36038222357045,-238.8499610721833,54250.57142857143,63271.166666666664
2024-01-16,Tuesday,January,2024,Q1,48348,45724,48429,-81,-0.17,59533699,18435415,-22.136150612790495,-100.6488305030439,52715.42857142857,63350.833333333336
2024-01-17,Wednesday,January,2024,Q1,62276,55863,45014,17262,27.72,59595975,18452677,28.807810043848757,-21411.111111111113,53661.42857142857,62244.9
2024-01-18,Thursday,January,2024,Q1,67681,68116,44880,22801,33.69,59663656,18475478,8.679105915601525,32.08782296373538,53538.42857142857,61147.833333333336
2024-01-19,Friday,January,2024,Q1,65257,62010,88464,-23207,-35.56,59728913,18452271,-3.5815073654349106,-201.78062365685716,53237.142857142855,60973.166666666664
2024-01-20,Saturday,January,2024,Q1,30376,27863,49116,-18740,-61.69,59759289,18433531,-53.45173697840845,-19.24850260697203,52713.71428571428,59300.3
2024-01-21,Sunday,January,2024,Q1,34173,36952,43528,-9355,-27.38,59793462,18424176,12.5,-50.080042689434364,52886.28571428572,57137.1
2024-01-22,Monday,January,2024,Q1,50742,45445,46625,4117,8.11,59844204,18428293,48.48564656307612,-144.00855157669693,51264.71428571428,56996.86666666667
2024-01-23,Tuesday,January,2024,Q1,58797,45366,42676,16121,27.42,59903001,18444414,15.874423554451944,291.57153266941947,52757.42857142857,57151.0
2024-01-24,Wednesday,January,2024,Q1,66555,79760,45553,21002,31.56,59969556,18465416,13.194550742384825,30.27727808448608,53368.71428571428,56560.933333333334
2024-01-25,Thursday,January,2024,Q1,54768,59690,44715,10053,18.36,60024324,18475469,-17.710164525580353,-52.13313017807828,51524.0,55839.833333333336
2024-01-26,Friday,January,2024,Q1,46721,37557,49973,-3252,-6.96,60071045,18472217,-14.692886356996782,-132.3485526708445,48876.0,54737.6
2024-01-27,Saturday,January,2024,Q1,36868,38825,46826,-9958,-27.01,60107913,18462259,-21.08901778643436,206.21156211562118,49803.42857142857,53130.76666666667
2024-01-28,Sunday,January,2024,Q1,32028,31477,41306,-9278,-28.97,60139941,18452981,-13.12791580774656,-6.828680457923275,49497.0,51319.0
2024-01-29,Monday,January,2024,Q1,62700,74121,48961,13739,21.91,60202641,18466720,95.76620457100037,-248.08148307824962,51205.28571428572,51933.2
2024-01-30,Tuesday,January,2024,Q1,59610,64535,41179,18431,30.92,60262251,18485151,-4.92822966507177,34.150957129339844,51321.42857142857,52233.666666666664
2024-01-31,Wednesday,January,2024,Q1,69124,80630,46550,22574,32.66,60331375,18507725,15.960409327294078,22.47843307471109,51688.42857142857,52434.53333333333
2024-02-01,Thursday,February,2024,Q1,57709,57910,46693,11016,19.09,60389084,18518741,-16.513801284647876,-51.200496146008675,52108.57142857143,52231.566666666666
2024-02-02,Friday,February,2024,Q1,57719,62843,44962,12757,22.1,60446803,18531498,0.01732831967284909,15.804284676833703,53679.71428571428,52605.7
2024-02-03,Saturday,February,2024,Q1,40268,38829,45627,-5359,-13.31,60487071,18526139,-30.234411545591577,-142.00830916359646,54165.42857142857,52328.4
2024-02-04,Sunday,February,2024,Q1,37549,29708,42863,-5314,-14.15,60524620,18520825,-6.752259858945065,-0.8397089009143488,54954.142857142855,51314.833333333336
2024-02-05,Monday,February,2024,Q1,51497,58959,46607,4890,9.5,60576117,18525715,37.14612905803083,-192.0210764019571,53353.71428571428,51880.76666666667
2024-02-06,Tuesday,February,2024,Q1,49442,46314,49875,-433,-0.88,60625559,18525282,-3.9905237198283428,-108.85480572597137,51901.142857142855,52312.066666666666
2024-02-07,Wednesday,February,2024,Q1,63442,73079,48822,14620,23.04,60689001,18539902,28.31600663403584,-3476.4434180138564,51089.42857142857,52780.13333333333
2024-02-08,Thursday,February,2024,Q1,63782,65520,42929,20853,32.69,60752783,18560755,0.5359225749503427,42.63337893296855,51957.0,52936.4
2024-02-09,Friday,February,2024,Q1,56050,65802,43020,13030,23.25,60808833,18573785,-12.122542410084346,-37.51498585335443,51718.57142857143,52949.6
2024-02-10,Saturday,February,2024,Q1,40102,36518,48670,-8568,-21.37,60848935,18565217,-28.453166815343444,-165.75594781273983,51694.857142857145,52001.6
2024-02-11,Sunday,February,2024,Q1,28726,28257,42209,-13483,-46.94,60877661,18551734,-28.36766246072515,57.36461251167133,50434.42857142857,50713.6
2024-02-12,Monday,February,2024,Q1,54295,48832,49125,5170,9.52,60931956,18556904,89.00995613729722,-138.34458206630572,50834.142857142855,51388.76666666667
2024-02-13,Tuesday,February,2024,Q1,62411,63859,47560,14851,23.8,60994367,18571755,14.947969426282338,187.2533849129594,52686.857142857145,52370.3
2024-02-14,Wednesday,February,2024,Q1,57005,62273,42074,14931,26.19,61051372,18586686,-8.661934594863085,0.5386842636859512,51767.28571428572,52200.7
2024-02-15,Thursday,February,2024,Q1,68379,73692,42070,26309,38.48,61119751,18612995,19.95263573370758,76.20387114058,52424.0,52868.4
2024-02-16,Friday,February,2024,Q1,67534,57057,45140,22394,33.16,61187285,18635389,-1.2357595168107194,-14.880839256528189,54064.57142857143,53043.666666666664
2024-02-17,Saturday,February,2024,Q1,29222,30429,42366,-13144,-44.98,61216507,18622245,-56.72994343589895,-158.69429311422704,52510.28571428572,51761.7
2024-02-18,Sunday,February,2024,Q1,33627,36297,48499,-14872,-44.23,61250134,18607373,15.074259119841216,13.146682897139383,53210.42857142857,50707.36666666667
2024-02-19,Monday,February,2024,Q1,48377,47078,44401,3976,8.22,61298511,18611349,43.86356201861599,-126.73480365788059,52365.0,51307.4
2024-02-20,Tuesday,February,2024,Q1,63881,60198,48431,15450,24.19,61362392,18626799,32.04828740930608,288.58148893360163,52575.0,52297.666666666664
2024-02-21,Wednesday,February,2024,Q1,57043,67000,44412,12631,22.14,61419435,18639430,-10.704278267403456,-18.24595469255663,52580.42857142857,52507.7
2024-02-22,Thursday,February,2024,Q1,46630,54664,41881,4749,10.18,61466065,18644179,-18.254650000876527,-62.40202675955982,49473.42857142857,52102.13333333333
2024-02-23,Friday,February,2024,Q1,50212,42477,47138,3074,6.12,61516277,18647253,7.68174994638644,-35.27058328069067,46998.857142857145,51557.36666666667
2024-02-24,Saturday,February,2024,Q1,28644,30795,47139,-18495,-64.57,61544921,18628758,-42.9538755675934,-701.6590761223162,46916.28571428572,50686.566666666666
2024-02-25,Sunday,February,2024,Q1,33435,36046,43887,-10452,-31.26,61578356,18618306,16.726015919564308,-43.48742903487429,46888.857142857145,50243.7
2024-02-26,Monday,February,2024,Q1,46583,42597,49515,-2932,-6.29,61624939,18615374,39.32406161208315,-71.94795254496746,46632.57142857143,50567.53333333333
2024-02-27,Tuesday,February,2024,Q1,51159,53569,47063,4096,8.01,61676098,18619470,9.823326106090203,-239.699863574352,44815.142857142855,51205.23333333333
2024-02-28,Wednesday,February,2024,Q1,64532,60188,43861,20671,32.03,61740630,18640141,26.14007310541644,404.6630859375,45885.0,51266.3
2024-02-29,Thursday,February,2024,Q1,63222,66701,50168,13054,20.65,61803852,18653195,-2.0300006198475162,-36.84872526728267,48255.28571428572,51386.7
2024-03-01,Friday,March,2024,Q1,74001,76550,42569,31432,42.48,61877853,18684627,17.04944481351429,140.78443388999543,51653.71428571428,51549.26666666667
2024-03-02,Saturday,March,2024,Q1,45109,41550,47744,-2635,-5.84,61922962,18681992,-39.04271563897785,-108.38317638075847,54005.857142857145,51129.26666666667
2024-03-03,Sunday,March,2024,Q1,35843,34453,44345,-8502,-23.72,61958805,18673490,-20.541355383626325,222.65654648956357,54349.857142857145,50400.066666666666
2024-03-04,Monday,March,2024,Q1,61617,57978,45246,16371,26.57,62020422,18689861,71.9080434115448,-292.5546930134086,56497.57142857143,51111.7
2024-03-05,Tuesday,March,2024,Q1,86681,92463,46841,39840,45.96,62107103,18729701,40.67708586915948,143.35715594649074,61572.142857142855,52749.433333333334
2024-03-06,Wednesday,March,2024,Q1,68159,64058,47637,20522,30.11,62175262,18750223,-21.368004522329,-48.48895582329317,62090.28571428572,53304.833333333336
2024-03-07,Thursday,March,2024,Q1,73070,64562,46427,26643,36.46,62248332,18776866,7.205211344063156,29.82652762888607,63497.142857142855,54092.433333333334
2024-03-08,Friday,March,2024,Q1,60841,68158,41856,18985,31.2,62309173,18795851,-16.736006569043383,-28.74300942086101,61617.142857142855,54005.73333333333
2024-03-09,Saturday,March,2024,Q1,43086,41607,45914,-2828,-6.56,62352259,18793023,-29.182623559770548,-114.8959705030287,61328.142857142855,53315.86666666667
2024-03-10,Sunday,March,2024,Q1,41669,37725,44975,-3306,-7.93,62393928,18789717,-3.288771294620063,16.90240452616689,62160.42857142857,52836.5
2024-03-11,Monday,March,2024,Q1,72196,88643,42426,29770,41.23,62466124,18819487,73.26069740094555,-1000.4839685420447,63671.71428571428,53906.3
2024-03-12,Tuesday,March,2024,Q1,61752,69230,42185,19567,31.69,62527876,18839054,-14.466175411380133,-34.272757809875706,60110.42857142857,55007.166666666664
2024-03-13,Wednesday,March,2024,Q1,79648,92570,49802,29846,37.47,62607524,18868900,28.980437880554465,52.53232483262635,61751.71428571428,55852.26666666667
2024-03-14,Thursday,March,2024,Q1,61505,60361,42507,18998,30.89,62669029,18887898,-22.778977501004416,-36.34657910607787,60099.57142857143,55822.066666666666
2024-03-15,Friday,March,2024,Q1,66794,68352,42405,24389,36.51,62735823,18912287,8.59930086984797,28.376671228550364,60950.0,56148.36666666667
2024-03-16,Saturday,March,2024,Q1,50360,56541,48590,1770,3.51,62786183,18914057,-24.60400634787556,-92.74262987412358,61989.142857142855,55547.73333333333
2024-03-17,Sunday,March,2024,Q1,40866,46534,46342,-5476,-13.4,62827049,18908581,-18.85226370135028,-409.37853107344625,61874.42857142857,54658.8
2024-03-18,Monday,March,2024,Q1,80659,81616,46640,34019,42.18,62907708,18942600,97.37434542162188,-721.2381300219138,63083.42857142857,56373.36666666667
2024-03-19,Tuesday,March,2024,Q1,71367,69581,49021,22346,31.31,62979075,18964946,-11.52010315029941,-34.31317792998031,64457.0,57631.36666666667
2024-03-20,Wednesday,March,2024,Q1,77270,72486,44719,32551,42.13,63056345,18997497,8.271329886362032,45.668128524120654,64117.28571428572,58594.46666666667
2024-03-21,Thursday,March,2024,Q1,83811,93058,49017,34794,41.51,63140156,19032291,8.465122298434057,6.890725323338764,67303.85714285714,59258.8
2024-03-22,Friday,March,2024,Q1,81088,88351,42238,38850,47.91,63221244,19071141,-3.248976864612041,11.657182272805656,69345.85714285714,60060.3
2024-03-23,Saturday,March,2024,Q1,45565,44865,46316,-751,-1.65,63266809,19070390,-43.80796172059984,-101.93307593307593,68660.85714285714,60024.8
2024-03-24,Sunday,March,2024,Q1,50405,44613,66236,-15831,-31.41,63317214,19054559,10.622188082958406,2007.9893475366177,70023.57142857143,60031.23333333333
2024-03-25,Monday,March,2024,Q1,78462,90123,48478,29984,38.21,63395676,19084543,55.66312865787124,-289.40054323795084,69709.71428571429,61691.833333333336
2024-03-26,Tuesday,March,2024,Q1,59304,64654,45099,14205,23.95,63454980,19098748,-24.416915194616507,-52.62473319103522,67986.42857142857,62554.13333333333
2024-03-27,Wednesday,March,2024,Q1,67204,58338,42014,25190,37.48,63522184,19123938,13.321192499662748,77.3319253783879,66548.42857142857,63241.5
2024-03-28,Thursday,March,2024,Q1,65411,53617,44827,20584,31.47,63587595,19144522,-2.667995952621871,-18.28503374354903,63919.857142857145,63716.566666666666
2024-03-29,Friday,March,2024,Q1,67433,52265,44669,22764,33.76,63655028,19167286,3.091223188760295,10.590750097162838,61969.142857142855,63813.26666666667
2024-03-30,Saturday,March,2024,Q1,40441,39686,42212,-1771,-4.38,63695469,19165515,-40.02787952486171,-107.77982779827799,61237.142857142855,63053.9
2024-03-31,Sunday,March,2024,Q1,44996,46002,44624,372,0.83,63740465,19165887,11.263321876313647,-121.00508187464709,60464.42857142857,62087.066666666666
2024-04-01,Monday,April,2024,Q2,71479,68713,44829,26650,37.28,63811944,19192537,58.85634278602543,7063.978494623656,59466.857142857145,62966.066666666666
2024-04-02,Tuesday,April,2024,Q2,65805,79370,43357,22448,34.11,63877749,19214985,-7.9379957749828645,-15.767354596622884,60395.57142857143,63964.8
2024-04-03,Wednesday,April,2024,Q2,66833,61662,46915,19918,29.8,63944582,19234903,1.5621913228478057,-11.270491803278693,60342.57142857143,64138.666666666664
2024-04-04,Thursday,April,2024,Q2,68825,84503,46017,22808,33.14,64013407,19257711,2.9805634940822667,14.509488904508494,60830.28571428572,63543.46666666667
2024-04-05,Friday,April,2024,Q2,71100,56707,48683,22417,31.53,64084507,19280128,3.305484925535773,-1.714310768151528,61354.142857142855,63641.5
2024-04-06,Saturday,April,2024,Q2,34809,40772,46569,-11760,-33.78,64119316,19268368,-51.042194092826996,-152.46018646562877,60549.57142857143,62366.13333333333
2024-04-07,Sunday,April,2024,Q2,40914,43444,45769,-4855,-11.87,64160230,19263513,17.53856761182453,-58.71598639455782,59966.42857142857,61701.9
2024-04-08,Monday,April,2024,Q2,74329,67685,42230,32099,43.19,64234559,19295612,81.67131055384465,-761.1534500514933,60373.57142857143,62743.333333333336
2024-04-09,Tuesday,April,2024,Q2,66104,65015,49853,16251,24.58,64300663,19311863,-11.065667505280574,-49.37225458737032,60416.28571428572,63557.833333333336
2024-04-10,Wednesday,April,2024,Q2,67936,63003,45243,22693,33.4,64368599,19334556,2.771390536124896,39.64063749923081,60573.857142857145,63415.833333333336
2024-04-11,Thursday,April,2024,Q2,67907,67479,41252,26655,39.25,64436506,19361211,-0.04268723504474714,17.459128365575282,60442.71428571428,63621.0
2024-04-12,Friday,April,2024,Q2,58059,59822,47252,10807,18.61,64494565,19372018,-14.502186814319584,-59.456012005252305,58579.71428571428,62901.36666666667
2024-04-13,Saturday,April,2024,Q2,47037,52173,48299,-1262,-2.68,64541602,19370756,-18.98413682633183,-111.6776163597668,60326.57142857143,62419.1
